Label	Rep	Word	Segment	Tone	Duration	Percent	Time	F0
1_ko_door	1	ko	o	T1	0.07957	1	8.187747102698413	178
1_ko_door	1	ko	o	T1	0.07957	2	8.188542792698414	178
1_ko_door	1	ko	o	T1	0.07957	3	8.189338482698412	177
1_ko_door	1	ko	o	T1	0.07957	4	8.190134172698413	176
1_ko_door	1	ko	o	T1	0.07957	5	8.190929862698413	176
1_ko_door	1	ko	o	T1	0.07957	6	8.191725552698413	175
1_ko_door	1	ko	o	T1	0.07957	7	8.192521242698414	174
1_ko_door	1	ko	o	T1	0.07957	8	8.193316932698412	174
1_ko_door	1	ko	o	T1	0.07957	9	8.194112622698413	174
1_ko_door	1	ko	o	T1	0.07957	10	8.194908312698413	174
1_ko_door	1	ko	o	T1	0.07957	11	8.195704002698413	174
1_ko_door	1	ko	o	T1	0.07957	12	8.196499692698414	174
1_ko_door	1	ko	o	T1	0.07957	13	8.197295382698412	174
1_ko_door	1	ko	o	T1	0.07957	14	8.198091072698412	174
1_ko_door	1	ko	o	T1	0.07957	15	8.198886762698413	174
1_ko_door	1	ko	o	T1	0.07957	16	8.199682452698413	174
1_ko_door	1	ko	o	T1	0.07957	17	8.200478142698414	173
1_ko_door	1	ko	o	T1	0.07957	18	8.201273832698412	173
1_ko_door	1	ko	o	T1	0.07957	19	8.202069522698412	173
1_ko_door	1	ko	o	T1	0.07957	20	8.202865212698413	173
1_ko_door	1	ko	o	T1	0.07957	21	8.203660902698413	173
1_ko_door	1	ko	o	T1	0.07957	22	8.204456592698413	173
1_ko_door	1	ko	o	T1	0.07957	23	8.205252282698412	173
1_ko_door	1	ko	o	T1	0.07957	24	8.206047972698412	173
1_ko_door	1	ko	o	T1	0.07957	25	8.206843662698413	173
1_ko_door	1	ko	o	T1	0.07957	26	8.207639352698413	173
1_ko_door	1	ko	o	T1	0.07957	27	8.208435042698413	173
1_ko_door	1	ko	o	T1	0.07957	28	8.209230732698412	173
1_ko_door	1	ko	o	T1	0.07957	29	8.210026422698412	173
1_ko_door	1	ko	o	T1	0.07957	30	8.210822112698413	173
1_ko_door	1	ko	o	T1	0.07957	31	8.211617802698413	173
1_ko_door	1	ko	o	T1	0.07957	32	8.212413492698413	173
1_ko_door	1	ko	o	T1	0.07957	33	8.213209182698412	173
1_ko_door	1	ko	o	T1	0.07957	34	8.214004872698412	173
1_ko_door	1	ko	o	T1	0.07957	35	8.214800562698413	173
1_ko_door	1	ko	o	T1	0.07957	36	8.215596252698413	173
1_ko_door	1	ko	o	T1	0.07957	37	8.216391942698413	173
1_ko_door	1	ko	o	T1	0.07957	38	8.217187632698412	173
1_ko_door	1	ko	o	T1	0.07957	39	8.217983322698412	173
1_ko_door	1	ko	o	T1	0.07957	40	8.218779012698413	173
1_ko_door	1	ko	o	T1	0.07957	41	8.219574702698413	173
1_ko_door	1	ko	o	T1	0.07957	42	8.220370392698413	173
1_ko_door	1	ko	o	T1	0.07957	43	8.221166082698412	173
1_ko_door	1	ko	o	T1	0.07957	44	8.221961772698412	173
1_ko_door	1	ko	o	T1	0.07957	45	8.222757462698413	173
1_ko_door	1	ko	o	T1	0.07957	46	8.223553152698413	173
